transaction_id,customer_id,date,product,amount
118,5,2021-04-28,Product_B,208
119,145,2021-04-29,Product_A,121
120,101,2021-04-30,Product_B,136
121,164,2021-05-01,Product_B,30
122,374,2021-05-02,Product_A,156
123,147,2021-05-03,Product_A,98
124,64,2021-05-04,Product_C,312
125,91,2021-05-05,Product_B,415
126,117,2021-05-06,Product_C,212
127,354,2021-05-07,Product_C,426
128,267,2021-05-08,Product_A,425
129,310,2021-05-09,Product_D,457
130,173,2021-05-10,Product_C,94
131,47,2021-05-11,Product_D,176
132,140,2021-05-12,Product_B,393
133,246,2021-05-13,Product_A,477
134,149,2021-05-14,Product_B,81
135,246,2021-05-15,Product_B,307
136,395,2021-05-16,Product_A,494
137,487,2021-05-17,Product_B,18
138,476,2021-05-18,Product_A,290
139,5,2021-05-19,Product_D,482
140,465,2021-05-20,Product_B,490
141,184,2021-05-21,Product_A,267
142,20,2021-05-22,Product_C,284
143,425,2021-05-23,Product_B,247
144,46,2021-05-24,Product_D,29
145,12,2021-05-25,Product_A,499
146,70,2021-05-26,Product_B,242
147,17,2021-05-27,Product_B,499
148,371,2021-05-28,Product_B,230
149,147,2021-05-29,Product_D,335
150,154,2021-05-30,Product_A,26
151,304,2021-05-31,Product_C,389
152,108,2021-06-01,Product_C,98
153,236,2021-06-02,Product_C,495
154,308,2021-06-03,Product_A,205
155,352,2021-06-04,Product_C,359
156,70,2021-06-05,Product_D,93
157,183,2021-06-06,Product_A,396
158,250,2021-06-07,Product_B,96
159,228,2021-06-08,Product_D,316
160,102,2021-06-09,Product_B,347
161,75,2021-06-10,Product_C,163
162,417,2021-06-11,Product_D,449
163,446,2021-06-12,Product_A,237
164,216,2021-06-13,Product_D,457
165,407,2021-06-14,Product_B,273
166,399,2021-06-15,Product_A,474
167,411,2021-06-16,Product_D,232
168,203,2021-06-17,Product_D,430
169,192,2021-06-18,Product_D,130
170,249,2021-06-19,Product_D,490
171,499,2021-06-20,Product_A,420
172,242,2021-06-21,Product_B,182
173,465,2021-06-22,Product_D,13
174,179,2021-06-23,Product_A,351
175,437,2021-06-24,Product_B,137
176,462,2021-06-25,Product_D,483
177,219,2021-06-26,Product_B,489
178,82,2021-06-27,Product_B,481
179,92,2021-06-28,Product_A,119
180,435,2021-06-29,Product_B,364
181,175,2021-06-30,Product_A,46
182,239,2021-07-01,Product_D,489
183,260,2021-07-02,Product_B,80
184,391,2021-07-03,Product_B,298
185,365,2021-07-04,Product_C,40
186,163,2021-07-05,Product_D,448
187,48,2021-07-06,Product_D,390
188,329,2021-07-07,Product_C,277
189,328,2021-07-08,Product_C,20
190,116,2021-07-09,Product_A,353
191,429,2021-07-10,Product_A,337
192,337,2021-07-11,Product_B,41
193,337,2021-07-12,Product_B,66
194,369,2021-07-13,Product_B,175
195,225,2021-07-14,Product_B,197
196,352,2021-07-15,Product_A,351
197,328,2021-07-16,Product_D,491
198,147,2021-07-17,Product_B,28
199,63,2021-07-18,Product_D,125
200,294,2021-07-19,Product_B,477
201,323,2021-07-20,Product_C,193
202,443,2021-07-21,Product_B,279
203,325,2021-07-22,Product_B,42
204,13,2021-07-23,Product_B,19
205,431,2021-07-24,Product_A,89
206,494,2021-07-25,Product_C,201
207,189,2021-07-26,Product_B,329
208,287,2021-07-27,Product_B,199
209,208,2021-07-28,Product_D,77
210,114,2021-07-29,Product_C,484
211,480,2021-07-30,Product_B,357
212,22,2021-07-31,Product_D,134
213,349,2021-08-01,Product_D,436
214,214,2021-08-02,Product_A,345
215,171,2021-08-03,Product_D,68
216,323,2021-08-04,Product_B,445
217,54,2021-08-05,Product_A,106
218,394,2021-08-06,Product_A,284
219,298,2021-08-07,Product_B,158
220,320,2021-08-08,Product_C,287
221,126,2021-08-09,Product_D,274
222,277,2021-08-10,Product_A,18
223,464,2021-08-11,Product_C,466
224,204,2021-08-12,Product_B,292
225,194,2021-08-13,Product_D,282
226,169,2021-08-14,Product_D,437
227,152,2021-08-15,Product_A,310
228,35,2021-08-16,Product_D,17
229,184,2021-08-17,Product_D,217
230,286,2021-08-18,Product_D,411
231,57,2021-08-19,Product_D,134
232,222,2021-08-20,Product_B,132
233,303,2021-08-21,Product_C,42
234,163,2021-08-22,Product_B,10
235,19,2021-08-23,Product_B,213
236,370,2021-08-24,Product_A,15
237,264,2021-08-25,Product_D,306
238,282,2021-08-26,Product_B,448
239,113,2021-08-27,Product_D,14
240,488,2021-08-28,Product_B,452
241,327,2021-08-29,Product_B,89
242,30,2021-08-30,Product_A,283
243,135,2021-08-31,Product_C,186
244,67,2021-09-01,Product_C,347
245,65,2021-09-02,Product_B,330
246,292,2021-09-03,Product_A,348
247,25,2021-09-04,Product_D,447
248,37,2021-09-05,Product_D,454
249,1,2021-09-06,Product_B,145
250,399,2021-09-07,Product_C,396
251,37,2021-09-08,Product_A,34
252,141,2021-09-09,Product_C,334
253,232,2021-09-10,Product_D,192
254,136,2021-09-11,Product_C,177
255,389,2021-09-12,Product_D,476
256,188,2021-09-13,Product_A,347
257,128,2021-09-14,Product_A,187
258,201,2021-09-15,Product_B,382
259,127,2021-09-16,Product_B,104
260,257,2021-09-17,Product_C,42
261,164,2021-09-18,Product_A,120
262,35,2021-09-19,Product_A,155
263,194,2021-09-20,Product_B,390
264,191,2021-09-21,Product_D,450
265,104,2021-09-22,Product_C,240
266,23,2021-09-23,Product_C,281
267,265,2021-09-24,Product_B,345
268,290,2021-09-25,Product_A,47
269,430,2021-09-26,Product_B,434
270,462,2021-09-27,Product_B,144
271,384,2021-09-28,Product_B,343
272,260,2021-09-29,Product_B,244
273,414,2021-09-30,Product_D,446
274,479,2021-10-01,Product_D,328
275,358,2021-10-02,Product_A,377
276,75,2021-10-03,Product_B,354
277,355,2021-10-04,Product_D,169
278,72,2021-10-05,Product_A,47
279,259,2021-10-06,Product_B,159
280,398,2021-10-07,Product_C,409
281,188,2021-10-08,Product_D,317
282,461,2021-10-09,Product_A,38
283,173,2021-10-10,Product_C,153
284,480,2021-10-11,Product_B,85
285,290,2021-10-12,Product_B,154
286,45,2021-10-13,Product_B,238
287,61,2021-10-14,Product_D,73
288,83,2021-10-15,Product_A,356
289,123,2021-10-16,Product_C,354
290,358,2021-10-17,Product_A,278
291,16,2021-10-18,Product_D,337
292,66,2021-10-19,Product_A,193
293,424,2021-10-20,Product_D,270
294,145,2021-10-21,Product_B,277
295,375,2021-10-22,Product_C,178
296,162,2021-10-23,Product_B,268
297,234,2021-10-24,Product_A,236
298,380,2021-10-25,Product_B,42
299,144,2021-10-26,Product_C,386
300,358,2021-10-27,Product_B,223
301,188,2021-10-28,Product_C,59
302,322,2021-10-29,Product_C,449
303,450,2021-10-30,Product_B,402
304,474,2021-10-31,Product_D,498
305,13,2021-11-01,Product_A,219
306,184,2021-11-02,Product_D,443
307,111,2021-11-03,Product_D,38
308,415,2021-11-04,Product_B,48
309,290,2021-11-05,Product_A,356
310,295,2021-11-06,Product_A,109
311,451,2021-11-07,Product_D,182
312,392,2021-11-08,Product_B,26
313,215,2021-11-09,Product_A,65
314,462,2021-11-10,Product_D,235
315,120,2021-11-11,Product_A,55
316,382,2021-11-12,Product_B,76
317,55,2021-11-13,Product_B,206
318,27,2021-11-14,Product_B,151
319,118,2021-11-15,Product_A,332
320,221,2021-11-16,Product_C,32
321,231,2021-11-17,Product_A,496
322,53,2021-11-18,Product_C,103
323,295,2021-11-19,Product_B,251
324,321,2021-11-20,Product_D,246
325,401,2021-11-21,Product_C,454
326,233,2021-11-22,Product_B,416
327,158,2021-11-23,Product_B,420
328,437,2021-11-24,Product_C,63
329,269,2021-11-25,Product_D,147
330,21,2021-11-26,Product_B,482
331,403,2021-11-27,Product_C,342
332,53,2021-11-28,Product_D,281
333,275,2021-11-29,Product_D,50
334,313,2021-11-30,Product_B,107
335,281,2021-12-01,Product_A,192
336,214,2021-12-02,Product_A,137
337,31,2021-12-03,Product_B,238
338,337,2021-12-04,Product_D,326
339,183,2021-12-05,Product_B,95
340,23,2021-12-06,Product_C,265
341,32,2021-12-07,Product_A,218
342,446,2021-12-08,Product_C,224
343,74,2021-12-09,Product_B,383
344,10,2021-12-10,Product_B,109
345,484,2021-12-11,Product_D,58
346,456,2021-12-12,Product_D,210
347,54,2021-12-13,Product_D,445
348,52,2021-12-14,Product_C,267
349,148,2021-12-15,Product_D,489
350,160,2021-12-16,Product_B,385
351,370,2021-12-17,Product_D,187
352,14,2021-12-18,Product_A,254
353,178,2021-12-19,Product_D,132
354,412,2021-12-20,Product_C,351
355,366,2021-12-21,Product_A,180
356,500,2021-12-22,Product_A,342
357,53,2021-12-23,Product_A,145
358,408,2021-12-24,Product_C,68
359,335,2021-12-25,Product_B,202
360,22,2021-12-26,Product_D,474
361,30,2021-12-27,Product_A,277
362,191,2021-12-28,Product_A,269
363,260,2021-12-29,Product_A,382
364,205,2021-12-30,Product_B,470
365,59,2021-12-31,Product_B,104
366,471,2022-01-01,Product_C,134
367,264,2022-01-02,Product_B,50
368,466,2022-01-03,Product_D,388
369,12,2022-01-04,Product_C,263
370,119,2022-01-05,Product_C,16
371,415,2022-01-06,Product_D,480
372,462,2022-01-07,Product_D,225
373,290,2022-01-08,Product_D,78
374,338,2022-01-09,Product_C,78
375,248,2022-01-10,Product_C,90
376,354,2022-01-11,Product_C,39
377,127,2022-01-12,Product_D,82
378,75,2022-01-13,Product_D,271
379,361,2022-01-14,Product_A,98
380,204,2022-01-15,Product_B,412
381,49,2022-01-16,Product_A,217
382,79,2022-01-17,Product_D,222
383,441,2022-01-18,Product_C,331
384,479,2022-01-19,Product_D,275
385,241,2022-01-20,Product_B,409
386,349,2022-01-21,Product_A,302
387,154,2022-01-22,Product_A,216
388,274,2022-01-23,Product_C,342
389,96,2022-01-24,Product_A,86
390,214,2022-01-25,Product_A,297
391,294,2022-01-26,Product_D,56
392,209,2022-01-27,Product_A,119
393,343,2022-01-28,Product_A,209
394,88,2022-01-29,Product_A,436
395,306,2022-01-30,Product_C,219
396,264,2022-01-31,Product_C,385
397,425,2022-02-01,Product_D,429
398,390,2022-02-02,Product_A,163
399,325,2022-02-03,Product_C,19
400,428,2022-02-04,Product_C,424
401,377,2022-02-05,Product_D,362
402,320,2022-02-06,Product_B,166
403,157,2022-02-07,Product_A,270
404,156,2022-02-08,Product_C,86
405,139,2022-02-09,Product_D,266
406,121,2022-02-10,Product_D,480
407,65,2022-02-11,Product_D,497
408,107,2022-02-12,Product_C,140
409,147,2022-02-13,Product_A,76
410,137,2022-02-14,Product_B,464
411,411,2022-02-15,Product_A,237
412,162,2022-02-16,Product_D,172
413,428,2022-02-17,Product_D,24
414,452,2022-02-18,Product_B,241
415,100,2022-02-19,Product_A,204
416,338,2022-02-20,Product_D,358
417,399,2022-02-21,Product_D,39
418,307,2022-02-22,Product_A,368
419,141,2022-02-23,Product_D,347
420,83,2022-02-24,Product_A,340
421,177,2022-02-25,Product_D,436
422,198,2022-02-26,Product_A,325
423,112,2022-02-27,Product_B,495
424,56,2022-02-28,Product_D,305
425,460,2022-03-01,Product_B,458
426,179,2022-03-02,Product_D,422
427,421,2022-03-03,Product_D,339
428,401,2022-03-04,Product_C,229
429,186,2022-03-05,Product_A,386
430,471,2022-03-06,Product_B,488
431,218,2022-03-07,Product_B,156
432,413,2022-03-08,Product_B,268
433,417,2022-03-09,Product_A,301
434,316,2022-03-10,Product_C,308
435,475,2022-03-11,Product_B,152
436,217,2022-03-12,Product_A,490
437,120,2022-03-13,Product_D,434
438,439,2022-03-14,Product_B,244
439,394,2022-03-15,Product_B,124
440,175,2022-03-16,Product_C,374
441,23,2022-03-17,Product_B,99
442,213,2022-03-18,Product_B,217
443,405,2022-03-19,Product_D,173
444,235,2022-03-20,Product_A,490
445,13,2022-03-21,Product_A,93
446,101,2022-03-22,Product_C,86
447,417,2022-03-23,Product_D,170
448,24,2022-03-24,Product_A,14
449,364,2022-03-25,Product_D,494
450,11,2022-03-26,Product_A,87
451,273,2022-03-27,Product_D,100
452,452,2022-03-28,Product_C,96
453,431,2022-03-29,Product_B,279
454,281,2022-03-30,Product_C,113
455,94,2022-03-31,Product_A,461
456,201,2022-04-01,Product_C,496
457,21,2022-04-02,Product_B,348
458,340,2022-04-03,Product_C,184
459,467,2022-04-04,Product_A,63
460,211,2022-04-05,Product_A,397
461,140,2022-04-06,Product_C,487
462,293,2022-04-07,Product_B,220
463,298,2022-04-08,Product_C,104
464,401,2022-04-09,Product_B,232
465,101,2022-04-10,Product_D,18
466,304,2022-04-11,Product_B,62
467,359,2022-04-12,Product_D,86
468,28,2022-04-13,Product_C,215
469,41,2022-04-14,Product_B,325
470,355,2022-04-15,Product_D,311
471,303,2022-04-16,Product_D,319
472,496,2022-04-17,Product_D,339
473,146,2022-04-18,Product_A,121
474,256,2022-04-19,Product_C,360
475,462,2022-04-20,Product_D,174
476,227,2022-04-21,Product_B,288
477,236,2022-04-22,Product_D,36
478,361,2022-04-23,Product_A,79
479,380,2022-04-24,Product_C,227
480,455,2022-04-25,Product_A,459
481,489,2022-04-26,Product_A,374
482,13,2022-04-27,Product_A,198
483,210,2022-04-28,Product_B,342
484,229,2022-04-29,Product_C,444
485,397,2022-04-30,Product_C,315
486,100,2022-05-01,Product_B,133
487,31,2022-05-02,Product_C,28
488,386,2022-05-03,Product_A,266
489,16,2022-05-04,Product_C,305
490,137,2022-05-05,Product_B,425
491,329,2022-05-06,Product_A,31
492,166,2022-05-07,Product_B,377
493,459,2022-05-08,Product_D,486
494,310,2022-05-09,Product_A,459
495,440,2022-05-10,Product_A,49
496,470,2022-05-11,Product_C,47
497,481,2022-05-12,Product_A,57
498,100,2022-05-13,Product_B,192
499,109,2022-05-14,Product_C,84
500,343,2022-05-15,Product_D,218
501,173,2022-05-16,Product_B,192
502,237,2022-05-17,Product_D,444
503,162,2022-05-18,Product_D,116
504,393,2022-05-19,Product_D,197
505,216,2022-05-20,Product_A,273
506,264,2022-05-21,Product_B,95
507,263,2022-05-22,Product_B,333
508,292,2022-05-23,Product_A,340
509,274,2022-05-24,Product_C,465
510,3,2022-05-25,Product_D,146
511,28,2022-05-26,Product_B,355
512,326,2022-05-27,Product_A,395
513,492,2022-05-28,Product_D,345
514,428,2022-05-29,Product_C,104
515,149,2022-05-30,Product_C,335
516,28,2022-05-31,Product_D,254
517,488,2022-06-01,Product_C,478
518,310,2022-06-02,Product_B,99
519,438,2022-06-03,Product_B,68
520,65,2022-06-04,Product_B,412
521,356,2022-06-05,Product_C,37
522,21,2022-06-06,Product_B,81
523,252,2022-06-07,Product_A,279
524,235,2022-06-08,Product_B,33
525,227,2022-06-09,Product_B,121
526,13,2022-06-10,Product_C,309
527,313,2022-06-11,Product_B,494
528,49,2022-06-12,Product_D,65
529,118,2022-06-13,Product_A,483
530,54,2022-06-14,Product_C,232
531,138,2022-06-15,Product_A,129
532,53,2022-06-16,Product_D,188
533,44,2022-06-17,Product_C,297
534,303,2022-06-18,Product_C,443
535,53,2022-06-19,Product_B,434
536,74,2022-06-20,Product_A,459
537,46,2022-06-21,Product_D,290
538,13,2022-06-22,Product_D,381
539,165,2022-06-23,Product_C,198
540,102,2022-06-24,Product_B,75
541,280,2022-06-25,Product_C,307
542,258,2022-06-26,Product_C,458
543,470,2022-06-27,Product_C,429
544,337,2022-06-28,Product_C,258
545,356,2022-06-29,Product_D,85
546,398,2022-06-30,Product_D,146
547,138,2022-07-01,Product_C,173
548,163,2022-07-02,Product_C,242
549,409,2022-07-03,Product_B,264
550,387,2022-07-04,Product_C,485
551,111,2022-07-05,Product_D,303
552,102,2022-07-06,Product_A,426
553,17,2022-07-07,Product_D,179
554,268,2022-07-08,Product_B,326
555,182,2022-07-09,Product_D,183
556,372,2022-07-10,Product_A,479
557,24,2022-07-11,Product_C,354
558,29,2022-07-12,Product_A,454
559,171,2022-07-13,Product_C,27
560,409,2022-07-14,Product_C,79
561,228,2022-07-15,Product_D,347
562,378,2022-07-16,Product_D,125
563,188,2022-07-17,Product_D,89
564,346,2022-07-18,Product_B,24
565,230,2022-07-19,Product_D,185
566,321,2022-07-20,Product_B,465
567,340,2022-07-21,Product_D,278
568,119,2022-07-22,Product_C,128
569,156,2022-07-23,Product_B,308
570,272,2022-07-24,Product_A,197
571,175,2022-07-25,Product_B,66
572,465,2022-07-26,Product_B,208
573,104,2022-07-27,Product_A,26
574,92,2022-07-28,Product_B,443
575,186,2022-07-29,Product_C,297
576,460,2022-07-30,Product_D,415
577,283,2022-07-31,Product_A,64
578,181,2022-08-01,Product_D,450
579,170,2022-08-02,Product_C,278
580,187,2022-08-03,Product_A,312
581,175,2022-08-04,Product_D,96
582,222,2022-08-05,Product_D,327
583,233,2022-08-06,Product_C,447
584,162,2022-08-07,Product_D,38
585,421,2022-08-08,Product_C,31
586,134,2022-08-09,Product_B,330
587,391,2022-08-10,Product_C,294
588,480,2022-08-11,Product_B,57
589,224,2022-08-12,Product_A,14
590,153,2022-08-13,Product_D,259
591,33,2022-08-14,Product_C,172
592,55,2022-08-15,Product_C,211
593,442,2022-08-16,Product_D,476
594,7,2022-08-17,Product_D,110
595,244,2022-08-18,Product_A,80
596,313,2022-08-19,Product_A,439
597,126,2022-08-20,Product_C,172
598,12,2022-08-21,Product_A,182
599,16,2022-08-22,Product_B,150
600,208,2022-08-23,Product_A,147
601,43,2022-08-24,Product_A,75
602,373,2022-08-25,Product_C,207
603,484,2022-08-26,Product_B,337
604,461,2022-08-27,Product_A,237
605,135,2022-08-28,Product_B,290
606,228,2022-08-29,Product_B,181
607,111,2022-08-30,Product_B,325
608,307,2022-08-31,Product_D,440
609,457,2022-09-01,Product_D,49
610,160,2022-09-02,Product_D,16
611,331,2022-09-03,Product_D,183
612,264,2022-09-04,Product_C,160
613,225,2022-09-05,Product_A,220
614,471,2022-09-06,Product_D,311
615,217,2022-09-07,Product_C,95
616,456,2022-09-08,Product_A,406
617,45,2022-09-09,Product_D,262
618,214,2022-09-10,Product_A,30
619,59,2022-09-11,Product_D,266
620,132,2022-09-12,Product_C,388
621,104,2022-09-13,Product_B,412
622,195,2022-09-14,Product_B,390
623,413,2022-09-15,Product_A,453
624,489,2022-09-16,Product_C,42
625,157,2022-09-17,Product_B,269
626,98,2022-09-18,Product_D,243
627,226,2022-09-19,Product_B,12
628,412,2022-09-20,Product_A,356
629,205,2022-09-21,Product_A,317
630,79,2022-09-22,Product_C,498
631,124,2022-09-23,Product_A,236
632,471,2022-09-24,Product_B,293
633,428,2022-09-25,Product_B,79
634,218,2022-09-26,Product_B,463
635,4,2022-09-27,Product_B,448
636,90,2022-09-28,Product_C,322
637,104,2022-09-29,Product_D,373
638,393,2022-09-30,Product_D,480
639,119,2022-10-01,Product_C,263
640,133,2022-10-02,Product_A,490
641,312,2022-10-03,Product_D,153
642,96,2022-10-04,Product_A,33
643,468,2022-10-05,Product_D,462
644,434,2022-10-06,Product_A,434
645,331,2022-10-07,Product_C,243
646,143,2022-10-08,Product_B,342
647,288,2022-10-09,Product_A,184
648,28,2022-10-10,Product_B,341
649,278,2022-10-11,Product_A,334
650,233,2022-10-12,Product_A,366
651,17,2022-10-13,Product_A,168
652,59,2022-10-14,Product_A,357
653,90,2022-10-15,Product_A,357
654,492,2022-10-16,Product_B,295
655,199,2022-10-17,Product_A,27
656,362,2022-10-18,Product_B,53
657,441,2022-10-19,Product_C,164
658,26,2022-10-20,Product_D,364
659,25,2022-10-21,Product_A,419
660,394,2022-10-22,Product_D,386
661,301,2022-10-23,Product_B,240
662,339,2022-10-24,Product_C,380
663,267,2022-10-25,Product_C,325
664,461,2022-10-26,Product_C,411
665,181,2022-10-27,Product_D,234
666,456,2022-10-28,Product_B,226
667,360,2022-10-29,Product_A,65
668,68,2022-10-30,Product_A,40
669,495,2022-10-31,Product_B,366
670,351,2022-11-01,Product_D,68
671,412,2022-11-02,Product_A,389
672,459,2022-11-03,Product_B,395
673,491,2022-11-04,Product_A,362
674,321,2022-11-05,Product_C,432
675,49,2022-11-06,Product_A,454
676,175,2022-11-07,Product_D,244
677,52,2022-11-08,Product_B,116
678,102,2022-11-09,Product_D,200
679,216,2022-11-10,Product_B,489
680,438,2022-11-11,Product_C,27
681,188,2022-11-12,Product_B,410
682,57,2022-11-13,Product_A,235
683,47,2022-11-14,Product_A,176
684,159,2022-11-15,Product_C,80
685,489,2022-11-16,Product_B,371
686,174,2022-11-17,Product_C,63
687,242,2022-11-18,Product_A,254
688,282,2022-11-19,Product_D,492
689,241,2022-11-20,Product_C,359
690,370,2022-11-21,Product_D,85
691,5,2022-11-22,Product_D,44
692,84,2022-11-23,Product_B,276
693,308,2022-11-24,Product_C,326
694,361,2022-11-25,Product_D,309
695,459,2022-11-26,Product_D,130
696,248,2022-11-27,Product_B,333
697,54,2022-11-28,Product_B,34
698,161,2022-11-29,Product_A,441
699,434,2022-11-30,Product_D,169
700,422,2022-12-01,Product_A,93
701,411,2022-12-02,Product_D,123
702,226,2022-12-03,Product_A,232
703,15,2022-12-04,Product_B,397
704,224,2022-12-05,Product_C,175
705,61,2022-12-06,Product_B,200
706,122,2022-12-07,Product_A,184
707,277,2022-12-08,Product_A,10
708,46,2022-12-09,Product_C,396
709,453,2022-12-10,Product_D,238
710,390,2022-12-11,Product_A,95
711,294,2022-12-12,Product_A,71
712,62,2022-12-13,Product_A,329
713,86,2022-12-14,Product_C,410
714,446,2022-12-15,Product_B,391
715,210,2022-12-16,Product_A,215
716,78,2022-12-17,Product_C,114
717,202,2022-12-18,Product_A,327
718,302,2022-12-19,Product_D,300
719,397,2022-12-20,Product_C,259
720,223,2022-12-21,Product_A,22
721,222,2022-12-22,Product_C,172
722,3,2022-12-23,Product_A,52
723,478,2022-12-24,Product_B,395
724,6,2022-12-25,Product_A,449
725,93,2022-12-26,Product_C,120
726,8,2022-12-27,Product_D,214
727,428,2022-12-28,Product_D,393
728,493,2022-12-29,Product_D,265
729,235,2022-12-30,Product_A,316
730,108,2022-12-31,Product_B,447
731,161,2023-01-01,Product_A,153
732,209,2023-01-02,Product_D,155
733,240,2023-01-03,Product_C,400
734,331,2023-01-04,Product_D,310
735,333,2023-01-05,Product_C,173
736,50,2023-01-06,Product_B,178
737,11,2023-01-07,Product_C,487
738,351,2023-01-08,Product_A,307
739,156,2023-01-09,Product_A,242
740,492,2023-01-10,Product_A,400
741,70,2023-01-11,Product_C,280
742,169,2023-01-12,Product_A,69
743,272,2023-01-13,Product_A,305
744,68,2023-01-14,Product_A,476
745,355,2023-01-15,Product_B,244
746,252,2023-01-16,Product_C,174
747,48,2023-01-17,Product_C,203
748,184,2023-01-18,Product_D,243
749,320,2023-01-19,Product_C,377
750,187,2023-01-20,Product_B,192
751,90,2023-01-21,Product_C,342
752,446,2023-01-22,Product_B,241
753,332,2023-01-23,Product_B,370
754,139,2023-01-24,Product_C,116
755,357,2023-01-25,Product_D,387
756,89,2023-01-26,Product_A,232
757,274,2023-01-27,Product_A,89
758,19,2023-01-28,Product_C,243
759,471,2023-01-29,Product_C,390
760,311,2023-01-30,Product_B,193
761,358,2023-01-31,Product_C,437
762,374,2023-02-01,Product_B,194
763,466,2023-02-02,Product_D,143
764,154,2023-02-03,Product_C,229
765,390,2023-02-04,Product_A,297
766,260,2023-02-05,Product_A,373
767,108,2023-02-06,Product_C,211
768,371,2023-02-07,Product_B,379
769,285,2023-02-08,Product_A,155
770,59,2023-02-09,Product_B,333
771,125,2023-02-10,Product_C,136
772,354,2023-02-11,Product_C,466
773,273,2023-02-12,Product_A,144
774,107,2023-02-13,Product_C,123
775,299,2023-02-14,Product_D,273
